t_rel_s,rmssd_z,tempo,pitch,volume
0.0,1.248352,1.0,-2.0,60.0
0.997,1.453559,1.0,-2.0,60.0
1.995,1.611259,1.0,-2.0,60.0
2.993,0.864623,1.0,-2.0,60.0
3.99,0.996498,1.0,-2.0,60.0
5.985,1.126171,1.0,-2.0,60.0
5.986,1.047455,1.0,-2.0,60.0
6.982,0.961474,1.0,-2.0,60.0
7.98,1.054249,1.0,-2.0,60.0
8.978,1.025028,1.0,-2.0,60.0
