t_rel_s,rmssd_z,tempo,pitch,volume
0.0,0.009422,1.0,-2.0,60.0
1.995,0.983604,1.0,-2.0,60.0
2.494,1.699728,1.0,-2.0,60.0
3.491,1.083284,1.0,-2.0,60.0
3.99,0.522731,1.0,-2.0,60.0
4.988,0.771114,1.0,-2.0,60.0
5.986,0.281611,1.0,-2.0,60.0
6.983,0.281611,1.0,-2.0,60.0
7.98,3.041989,1.0,-2.0,60.0
9.477,3.613171,1.0,-2.0,60.0
